country,year,population,GDP
Burundi,2005-01-01,7934000,219.187
Burundi,2006-01-01,8218000,223.40400000000002
Burundi,2007-01-01,8515000,226.304
Burundi,2008-01-01,8822000,229.835
Burundi,2009-01-01,9138000,230.053
Burundi,2010-01-01,9461000,231.19400000000002
Burundi,2011-01-01,9790000,233.518
Burundi,2012-01-01,10125000,235.705
Burundi,2013-01-01,10466000,239.331
Burundi,2014-01-01,10817000,243.102
Cameroon,1961-01-01,5475000,947.825
Cameroon,1962-01-01,5594000,955.91
Cameroon,1963-01-01,5719000,970.055
Cameroon,1964-01-01,5850000,982.052
Cameroon,1965-01-01,5988000,979.1419999999999
Cameroon,1966-01-01,6131000,1000.55
Cameroon,1967-01-01,6281000,870.273
Cameroon,1968-01-01,6437000,903.181
Cameroon,1969-01-01,6600000,924.184
Cameroon,1970-01-01,6771000,928.96
Cameroon,1971-01-01,6949000,936.87
Cameroon,1972-01-01,7134000,937.0889999999999
Cameroon,1973-01-01,7328000,961.3560000000001
Cameroon,1974-01-01,7530000,1036.1
Cameroon,1975-01-01,7740000,1121.25
Cameroon,1976-01-01,7960000,1030.34
Cameroon,1977-01-01,8188000,1139.0
Cameroon,1978-01-01,8426000,1350.0
Cameroon,1979-01-01,8674000,1390.01
Cameroon,1980-01-01,8932000,1322.61
Cameroon,1981-01-01,9201000,1502.41
Cameroon,1982-01-01,9481000,1566.73
Cameroon,1983-01-01,9771000,1623.54
Cameroon,1984-01-01,10071000,1691.65
Cameroon,1985-01-01,10381000,1772.07
Cameroon,1986-01-01,10701000,1833.99
Cameroon,1987-01-01,11032000,1739.59
Cameroon,1988-01-01,11370000,1554.72
Cameroon,1989-01-01,11717000,1480.76
Cameroon,1990-01-01,12070000,1349.63
Cameroon,1991-01-01,12430000,1261.04
Cameroon,1992-01-01,12797000,1187.66
Cameroon,1993-01-01,13169000,1063.46
Cameroon,1994-01-01,13547000,1056.99
Cameroon,1995-01-01,13930000,1065.12
Cameroon,1996-01-01,14317000,1083.28
Cameroon,1997-01-01,14710000,1111.55
Cameroon,1998-01-01,15109000,1132.95
Cameroon,1999-01-01,15514000,1152.35
Cameroon,2000-01-01,15928000,1163.43
Cameroon,2001-01-01,16349000,1183.44
Cameroon,2002-01-01,16779000,1201.91
Cameroon,2003-01-01,17219000,1224.16
Cameroon,2004-01-01,17668000,1272.85
Cameroon,2005-01-01,18127000,1264.15
Cameroon,2006-01-01,18597000,1272.88
Cameroon,2007-01-01,19078000,1299.29
Cameroon,2008-01-01,19570000,1308.24
Cameroon,2009-01-01,20075000,1300.84
Cameroon,2010-01-01,20591000,1309.12
Cameroon,2011-01-01,21119000,1326.65
Cameroon,2012-01-01,21659000,1349.95
Cameroon,2013-01-01,22211000,1385.24
Cameroon,2014-01-01,22773000,1428.22
Canada,1961-01-01,18296000,17861.9
Canada,1962-01-01,18660000,18780.6
Canada,1963-01-01,19007000,19389.2
Canada,1964-01-01,19349000,20301.7
Canada,1965-01-01,19694000,21260.6
Canada,1966-01-01,20041000,22242.4
Canada,1967-01-01,20389000,22482.7
Canada,1968-01-01,20739000,23294.3
Canada,1969-01-01,21089000,24188.4
Canada,1970-01-01,21439000,24629.2
Canada,1971-01-01,21790000,25262.4
Canada,1972-01-01,22142000,26216.6
Canada,1973-01-01,22489000,27571.3
Canada,1974-01-01,22823000,28080.9
Canada,1975-01-01,23141000,28057.0
Canada,1976-01-01,23440000,29128.0
Canada,1977-01-01,23724000,29783.3
Canada,1978-01-01,23995000,30651.6
Canada,1979-01-01,24258000,31502.0
Canada,1980-01-01,24516000,31769.8
Canada,1981-01-01,24769000,32477.3
Canada,1982-01-01,25018000,31060.6
Canada,1983-01-01,25273000,31549.8
Canada,1984-01-01,25547000,33099.4
Canada,1985-01-01,25848000,34345.6
Canada,1986-01-01,26181000,34737.3
Canada,1987-01-01,26542000,35689.0
Canada,1988-01-01,26919000,36791.8
Canada,1989-01-01,27297000,36981.3
Canada,1990-01-01,27662000,36489.3
Canada,1991-01-01,28014000,35231.0
Canada,1992-01-01,28354000,35108.5
Canada,1993-01-01,28681000,35648.5
Canada,1994-01-01,28996000,36894.0
Canada,1995-01-01,29299000,37569.5
Canada,1996-01-01,29591000,37765.7
Canada,1997-01-01,29871000,38968.0
Canada,1998-01-01,30145000,40131.7
Canada,1999-01-01,30420000,41856.0
Canada,2000-01-01,30702000,43638.3
Canada,2001-01-01,30991000,43965.0
Canada,2002-01-01,31289000,44883.8
Canada,2003-01-01,31597000,45239.8
Canada,2004-01-01,31919000,46170.9
Canada,2005-01-01,32256000,47181.6
Canada,2006-01-01,32611000,48035.0
Canada,2007-01-01,32982000,48552.7
Canada,2008-01-01,33363000,48510.6
Canada,2009-01-01,33747000,46543.8
Canada,2010-01-01,34126000,47447.5
Canada,2011-01-01,34500000,48457.0
Canada,2012-01-01,34868000,48724.2
Canada,2013-01-01,35231000,49355.1
Canada,2014-01-01,35588000,50067.0
Sri Lanka,1961-01-01,10129000,582.661
Sri Lanka,1962-01-01,10366000,588.977
Sri Lanka,1963-01-01,10609000,595.869
Sri Lanka,1964-01-01,10859000,600.918
Sri Lanka,1965-01-01,11118000,601.758
Sri Lanka,1966-01-01,11386000,616.7959999999999
Sri Lanka,1967-01-01,11662000,641.701
Sri Lanka,1968-01-01,11941000,662.565
Sri Lanka,1969-01-01,12217000,698.549
Sri Lanka,1970-01-01,12487000,710.232
Sri Lanka,1971-01-01,12749000,709.535
Sri Lanka,1972-01-01,13003000,697.227
Sri Lanka,1973-01-01,13253000,733.319
Sri Lanka,1974-01-01,13503000,750.457
Sri Lanka,1975-01-01,13756000,783.921
Sri Lanka,1976-01-01,14014000,797.0139999999999
Sri Lanka,1977-01-01,14274000,824.148
Sri Lanka,1978-01-01,14534000,855.5260000000001
Sri Lanka,1979-01-01,14789000,892.572
Sri Lanka,1980-01-01,15037000,927.135
Sri Lanka,1981-01-01,15274000,973.3760000000001
Sri Lanka,1982-01-01,15503000,996.9689999999999
Sri Lanka,1983-01-01,15728000,1028.41
Sri Lanka,1984-01-01,15952000,1063.92
Sri Lanka,1985-01-01,16181000,1099.61
Sri Lanka,1986-01-01,16414000,1129.53
Sri Lanka,1987-01-01,16649000,1131.02
Sri Lanka,1988-01-01,16883000,1141.24
Sri Lanka,1989-01-01,17112000,1150.29
Sri Lanka,1990-01-01,17331000,1206.92
Sri Lanka,1991-01-01,17541000,1245.81
Sri Lanka,1992-01-01,17742000,1284.45
Sri Lanka,1993-01-01,17930000,1357.27
Sri Lanka,1994-01-01,18100000,1418.56
Sri Lanka,1995-01-01,18248000,1483.16
Sri Lanka,1996-01-01,18374000,1528.03
Sri Lanka,1997-01-01,18478000,1615.87
Sri Lanka,1998-01-01,18572000,1682.43
Sri Lanka,1999-01-01,18671000,1744.65
Sri Lanka,2000-01-01,18784000,1837.14
Sri Lanka,2001-01-01,18915000,1795.08
Sri Lanka,2002-01-01,19061000,1852.26
Sri Lanka,2003-01-01,19217000,1947.48
Sri Lanka,2004-01-01,19374000,2038.04
Sri Lanka,2005-01-01,19526000,2149.04
Sri Lanka,2006-01-01,19672000,2296.41
Sri Lanka,2007-01-01,19814000,2434.04
Sri Lanka,2008-01-01,19950000,2559.47
Sri Lanka,2009-01-01,20079000,2630.01
Sri Lanka,2010-01-01,20201000,2819.51
Sri Lanka,2011-01-01,20316000,3033.56
Sri Lanka,2012-01-01,20422000,3286.01
Sri Lanka,2013-01-01,20522000,3371.18
Sri Lanka,2014-01-01,20619000,3506.73
Chile,1961-01-01,7874000,3918.37
Chile,1962-01-01,8054000,3986.72
Chile,1963-01-01,8238000,4127.32
Chile,1964-01-01,8424000,4140.77
Chile,1965-01-01,8612000,4089.78
Chile,1966-01-01,8803000,4451.64
Chile,1967-01-01,8995000,4514.6
Chile,1968-01-01,9188000,4579.3
Chile,1969-01-01,9377000,4663.5
Chile,1970-01-01,9562000,4656.62
Chile,1971-01-01,9742000,5000.6
Chile,1972-01-01,9917000,4861.12
Chile,1973-01-01,10087000,4537.2
Chile,1974-01-01,10255000,4568.02
Chile,1975-01-01,10421000,3913.97
Chile,1976-01-01,10584000,4000.22
Chile,1977-01-01,10746000,4350.5
Chile,1978-01-01,10908000,4615.08
Chile,1979-01-01,11070000,4928.7
Chile,1980-01-01,11234000,5242.33
Chile,1981-01-01,11400000,5500.0
Chile,1982-01-01,11569000,4819.76
Chile,1983-01-01,11742000,4507.43
Chile,1984-01-01,11921000,4618.75
Chile,1985-01-01,12109000,4726.91
Chile,1986-01-01,12304000,4899.42
Chile,1987-01-01,12507000,5128.96
Chile,1988-01-01,12717000,5413.33
Chile,1989-01-01,12928000,5851.48
Chile,1990-01-01,13141000,5947.76
Chile,1991-01-01,13354000,6309.46
Chile,1992-01-01,13567000,6904.33
Chile,1993-01-01,13779000,7247.05
Chile,1994-01-01,13988000,7498.85
Chile,1995-01-01,14194000,8051.49
Chile,1996-01-01,14396000,8479.88
Chile,1997-01-01,14594000,8987.62
Chile,1998-01-01,14789000,9254.79
Chile,1999-01-01,14980000,9101.0
Chile,2000-01-01,15170000,9469.11
Chile,2001-01-01,15358000,9666.48
Chile,2002-01-01,15545000,9852.83
Chile,2003-01-01,15729000,10141.7
Chile,2004-01-01,15913000,10754.3
Chile,2005-01-01,16097000,11249.9
Chile,2006-01-01,16280000,11834.0
Chile,2007-01-01,16463000,12285.0
Chile,2008-01-01,16646000,12588.7
Chile,2009-01-01,16830000,12268.4
Chile,2010-01-01,17015000,12860.2
Chile,2011-01-01,17201000,13518.8
Chile,2012-01-01,17388000,14109.1
Chile,2013-01-01,17576000,14551.0
Chile,2014-01-01,17763000,14702.0
Colombia,1961-01-01,16982000,2260.9
Colombia,1962-01-01,17500000,2313.93
Colombia,1963-01-01,18034000,2310.7
Colombia,1964-01-01,18582000,2390.56
Colombia,1965-01-01,19144000,2390.25
Colombia,1966-01-01,19721000,2443.79
Colombia,1967-01-01,20311000,2472.25
Colombia,1968-01-01,20905000,2556.43
Colombia,1969-01-01,21491000,2648.89
Colombia,1970-01-01,22061000,2759.93
Colombia,1971-01-01,22612000,2852.95
Colombia,1972-01-01,23147000,3000.89
Colombia,1973-01-01,23675000,3131.39
Colombia,1974-01-01,24208000,3238.23
Colombia,1975-01-01,24757000,3237.61
Colombia,1976-01-01,25323000,3317.67
Colombia,1977-01-01,25905000,3377.69
Colombia,1978-01-01,26502000,3581.03
Colombia,1979-01-01,27114000,3688.7
Colombia,1980-01-01,27738000,3753.44
Colombia,1981-01-01,28376000,3752.07
Colombia,1982-01-01,29027000,3702.69
Colombia,1983-01-01,29687000,3677.74
Colombia,1984-01-01,30350000,3718.1
Colombia,1985-01-01,31012000,3751.15
Colombia,1986-01-01,31670000,3887.65
Colombia,1987-01-01,32324000,4013.53
Colombia,1988-01-01,32976000,4093.99
Colombia,1989-01-01,33624000,4152.19
Colombia,1990-01-01,34272000,4319.93
Colombia,1991-01-01,34917000,4336.66
Colombia,1992-01-01,35559000,4472.69
Colombia,1993-01-01,36195000,4497.98
Colombia,1994-01-01,36824000,4679.24
Colombia,1995-01-01,37442000,4841.37
Colombia,1996-01-01,38049000,4862.07
Colombia,1997-01-01,38645000,4951.25
Colombia,1998-01-01,39234000,4904.75
Colombia,1999-01-01,39819000,4629.5
Colombia,2000-01-01,40404000,4764.17
Colombia,2001-01-01,40989000,4774.98
Colombia,2002-01-01,41572000,4825.83
Colombia,2003-01-01,42152000,4945.96
Colombia,2004-01-01,42724000,5139.98
Colombia,2005-01-01,43286000,5312.08
Colombia,2006-01-01,43836000,5596.73
Colombia,2007-01-01,44375000,5910.29
Colombia,2008-01-01,44902000,6048.09
Colombia,2009-01-01,45416000,6078.32
Colombia,2010-01-01,45918000,6250.65
Colombia,2011-01-01,46406000,6592.4
Colombia,2012-01-01,46881000,6789.53
Colombia,2013-01-01,47342000,7051.04
Colombia,2014-01-01,47791000,7291.69
Costa Rica,1961-01-01,1382000,2729.16
Costa Rica,1962-01-01,1433000,2847.15
Costa Rica,1963-01-01,1485000,2879.02
Costa Rica,1964-01-01,1537000,2896.0
Costa Rica,1965-01-01,1590000,3075.46
Costa Rica,1966-01-01,1642000,3211.32
Costa Rica,1967-01-01,1695000,3287.62
Costa Rica,1968-01-01,1747000,3456.89
Costa Rica,1969-01-01,1798000,3545.3
Costa Rica,1970-01-01,1849000,3707.1
Costa Rica,1971-01-01,1898000,3855.18
Costa Rica,1972-01-01,1947000,4066.17
Costa Rica,1973-01-01,1996000,4272.77
Costa Rica,1974-01-01,2046000,4399.82
Costa Rica,1975-01-01,2097000,4381.21
Costa Rica,1976-01-01,2151000,4506.73
Costa Rica,1977-01-01,2208000,4783.03
Costa Rica,1978-01-01,2266000,4951.76
Costa Rica,1979-01-01,2327000,5061.1
Costa Rica,1980-01-01,2389000,4965.55
Costa Rica,1981-01-01,2454000,4725.06
Costa Rica,1982-01-01,2521000,4264.32
Costa Rica,1983-01-01,2590000,4269.95
Costa Rica,1984-01-01,2660000,4415.67
Costa Rica,1985-01-01,2730000,4346.53
Costa Rica,1986-01-01,2801000,4481.83
Costa Rica,1987-01-01,2872000,4671.19
Costa Rica,1988-01-01,2945000,4730.45
Costa Rica,1989-01-01,3019000,4847.6
Costa Rica,1990-01-01,3096000,4911.55
Costa Rica,1991-01-01,3176000,4911.51
Costa Rica,1992-01-01,3257000,5228.5
Costa Rica,1993-01-01,3341000,5459.07
Costa Rica,1994-01-01,3426000,5563.02
Costa Rica,1995-01-01,3511000,5651.68
Costa Rica,1996-01-01,3597000,5585.14
Costa Rica,1997-01-01,3683000,5758.28
Costa Rica,1998-01-01,3767000,6020.76
Costa Rica,1999-01-01,3849000,6125.9
Costa Rica,2000-01-01,3925000,6230.48
Costa Rica,2001-01-01,3997000,6332.84
Costa Rica,2002-01-01,4063000,6434.39
Costa Rica,2003-01-01,4126000,6606.16
Costa Rica,2004-01-01,4187000,6792.11
Costa Rica,2005-01-01,4248000,6954.04
Costa Rica,2006-01-01,4309000,7351.86
Costa Rica,2007-01-01,4369000,7841.93
Costa Rica,2008-01-01,4430000,8095.31
Costa Rica,2009-01-01,4488000,7911.8
Costa Rica,2010-01-01,4545000,8199.42
Costa Rica,2011-01-01,4600000,8449.96
Costa Rica,2012-01-01,4654000,8753.23
Costa Rica,2013-01-01,4706000,8852.4
Costa Rica,2014-01-01,4758000,9077.42
Cuba,1961-01-01,7290000,
Cuba,1962-01-01,7450000,
Cuba,1963-01-01,7618000,
Cuba,1964-01-01,7787000,
Cuba,1965-01-01,7952000,
Cuba,1966-01-01,8110000,
Cuba,1967-01-01,8264000,
Cuba,1968-01-01,8413000,
Cuba,1969-01-01,8563000,
Cuba,1970-01-01,8715000,2249.08
Cuba,1971-01-01,8870000,2399.51
Cuba,1972-01-01,9025000,2472.03
Cuba,1973-01-01,9176000,2514.93
Cuba,1974-01-01,9315000,2501.7
Cuba,1975-01-01,9438000,2703.06
Cuba,1976-01-01,9544000,2818.19
Cuba,1977-01-01,9635000,3034.89
Cuba,1978-01-01,9711000,3209.52
Cuba,1979-01-01,9777000,3222.57
Cuba,1980-01-01,9835000,3048.25
Cuba,1981-01-01,9884000,3630.3
Cuba,1982-01-01,9926000,3937.56
Cuba,1983-01-01,9967000,4133.52
Cuba,1984-01-01,10017000,4438.88
Cuba,1985-01-01,10083000,4480.27
Cuba,1986-01-01,10168000,4447.01
Cuba,1987-01-01,10269000,4297.3
Cuba,1988-01-01,10379000,4409.31
Cuba,1989-01-01,10486000,4394.02
Cuba,1990-01-01,10582000,4225.94
Cuba,1991-01-01,10665000,3745.23
Cuba,1992-01-01,10736000,3289.98
Cuba,1993-01-01,10798000,2784.73
Cuba,1994-01-01,10853000,2790.1
Cuba,1995-01-01,10906000,2844.12
Cuba,1996-01-01,10955000,3051.68
Cuba,1997-01-01,11000000,3121.54
Cuba,1998-01-01,11042000,3112.35
Cuba,1999-01-01,11081000,3291.3
Cuba,2000-01-01,11117000,3473.24
Cuba,2001-01-01,11151000,3572.4
Cuba,2002-01-01,11185000,3613.14
Cuba,2003-01-01,11215000,3741.21
Cuba,2004-01-01,11241000,3949.35
Cuba,2005-01-01,11261000,4385.0
Cuba,2006-01-01,11275000,4908.88
Cuba,2007-01-01,11284000,5261.9
Cuba,2008-01-01,11290000,5475.58
Cuba,2009-01-01,11297000,5550.71
Cuba,2010-01-01,11308000,5676.14
Cuba,2011-01-01,11324000,5824.1
Cuba,2012-01-01,11343000,5985.2
Cuba,2013-01-01,11363000,6133.47
Cuba,2014-01-01,11379000,6182.77
Cyprus,1961-01-01,576000,
Cyprus,1962-01-01,578000,
Cyprus,1963-01-01,578000,
Cyprus,1964-01-01,579000,
Cyprus,1965-01-01,581000,
Cyprus,1966-01-01,585000,
Cyprus,1967-01-01,591000,
Cyprus,1968-01-01,598000,
Cyprus,1969-01-01,606000,
Cyprus,1970-01-01,614000,
Cyprus,1971-01-01,621000,
Cyprus,1972-01-01,628000,
Cyprus,1973-01-01,635000,
Cyprus,1974-01-01,642000,
Cyprus,1975-01-01,650000,7618.12
Cyprus,1976-01-01,658000,9236.58
Cyprus,1977-01-01,666000,10746.6
Cyprus,1978-01-01,673000,11539.5
Cyprus,1979-01-01,680000,12584.3
Cyprus,1980-01-01,685000,13164.5
Cyprus,1981-01-01,689000,13273.6
Cyprus,1982-01-01,692000,13907.4
Cyprus,1983-01-01,694000,14563.1
Cyprus,1984-01-01,698000,15634.7
Cyprus,1985-01-01,704000,16199.9
Cyprus,1986-01-01,712000,16608.4
Cyprus,1987-01-01,723000,17589.5
Cyprus,1988-01-01,736000,18908.8
Cyprus,1989-01-01,751000,20122.7
Cyprus,1990-01-01,767000,21157.0
Cyprus,1991-01-01,783000,20768.8
Cyprus,1992-01-01,801000,22124.5
Cyprus,1993-01-01,819000,21747.8
Cyprus,1994-01-01,837000,22559.5
Cyprus,1995-01-01,855000,24030.2
Cyprus,1996-01-01,873000,23965.5
Cyprus,1997-01-01,891000,24234.4
Cyprus,1998-01-01,908000,25192.4
Cyprus,1999-01-01,925000,26115.0
Cyprus,2000-01-01,943000,27317.8
Cyprus,2001-01-01,961000,27998.0
Cyprus,2002-01-01,980000,28619.8
Cyprus,2003-01-01,998000,28974.1
Cyprus,2004-01-01,1016000,29895.8
Cyprus,2005-01-01,1033000,30565.8
Cyprus,2006-01-01,1048000,31415.8
Cyprus,2007-01-01,1063000,32236.6
Cyprus,2008-01-01,1077000,32651.9
Cyprus,2009-01-01,1090000,31223.6
Cyprus,2010-01-01,1104000,30818.5
Cyprus,2011-01-01,1117000,30138.6
Cyprus,2012-01-01,1129000,28745.5
Cyprus,2013-01-01,1142000,27097.3
Cyprus,2014-01-01,1154000,26977.6
Azerbaijan,1996-01-01,7852000,1219.51
Azerbaijan,1997-01-01,7922000,1277.85
Azerbaijan,1998-01-01,7985000,1392.36
Azerbaijan,1999-01-01,8048000,1482.33
Azerbaijan,2000-01-01,8118000,1633.39
Azerbaijan,2001-01-01,8196000,1781.25
Azerbaijan,2002-01-01,8281000,1955.41
Azerbaijan,2003-01-01,8372000,2158.01
Azerbaijan,2004-01-01,8466000,2357.4
Azerbaijan,2005-01-01,8563000,2949.44
Azerbaijan,2006-01-01,8662000,3923.66
Azerbaijan,2007-01-01,8763000,4851.18
Azerbaijan,2008-01-01,8869000,5262.1
Azerbaijan,2009-01-01,8980000,5639.0
Azerbaijan,2010-01-01,9100000,5842.81
Azerbaijan,2011-01-01,9228000,5770.97
Azerbaijan,2012-01-01,9361000,5820.08
Azerbaijan,2013-01-01,9497000,6078.32
Azerbaijan,2014-01-01,9630000,6122.98
Denmark,1961-01-01,4614000,22264.0
Denmark,1962-01-01,4649000,23343.2
Denmark,1963-01-01,4686000,23307.6
Denmark,1964-01-01,4723000,25265.5
Denmark,1965-01-01,4760000,26211.3
Denmark,1966-01-01,4796000,26714.4
Denmark,1967-01-01,4831000,27411.5
Denmark,1968-01-01,4865000,28328.1
Denmark,1969-01-01,4898000,29953.0
Denmark,1970-01-01,4930000,30541.9
Denmark,1971-01-01,4960000,31241.9
Denmark,1972-01-01,4989000,32284.3
Denmark,1973-01-01,5016000,33403.1
Denmark,1974-01-01,5040000,32874.8
Denmark,1975-01-01,5061000,32302.7
Denmark,1976-01-01,5080000,34130.6
Denmark,1977-01-01,5096000,34660.8
Denmark,1978-01-01,5109000,35322.6
Denmark,1979-01-01,5118000,36599.2
Denmark,1980-01-01,5123000,36378.2
Denmark,1981-01-01,5125000,36146.1
Denmark,1982-01-01,5123000,37505.5
Denmark,1983-01-01,5119000,38505.6
Denmark,1984-01-01,5115000,40130.9
Denmark,1985-01-01,5113000,41720.7
Denmark,1986-01-01,5114000,43708.3
Denmark,1987-01-01,5116000,43763.9
Denmark,1988-01-01,5122000,43736.7
Denmark,1989-01-01,5129000,43992.5
Denmark,1990-01-01,5140000,44569.0
Denmark,1991-01-01,5154000,45073.0
Denmark,1992-01-01,5171000,45803.4
Denmark,1993-01-01,5191000,45655.9
Denmark,1994-01-01,5211000,47928.4
Denmark,1995-01-01,5233000,49122.9
Denmark,1996-01-01,5254000,50262.2
Denmark,1997-01-01,5277000,51686.0
Denmark,1998-01-01,5299000,52640.9
Denmark,1999-01-01,5319000,54013.8
Denmark,2000-01-01,5338000,55850.6
Denmark,2001-01-01,5355000,56109.0
Denmark,2002-01-01,5369000,56190.8
Denmark,2003-01-01,5383000,56256.8
Denmark,2004-01-01,5399000,57608.7
Denmark,2005-01-01,5418000,58792.7
Denmark,2006-01-01,5441000,60892.8
Denmark,2007-01-01,5467000,61174.5
Denmark,2008-01-01,5495000,60504.8
Denmark,2009-01-01,5524000,57229.1
Denmark,2010-01-01,5551000,58041.4
Denmark,2011-01-01,5577000,58575.6
Denmark,2012-01-01,5601000,58487.8
Denmark,2013-01-01,5624000,58788.1
Denmark,2014-01-01,5647000,59437.9
Dominican Republic,1961-01-01,3406000,1205.79
Dominican Republic,1962-01-01,3521000,1365.26
Dominican Republic,1963-01-01,3639000,1407.14
Dominican Republic,1964-01-01,3758000,1454.63
Dominican Republic,1965-01-01,3879000,1233.36
Dominican Republic,1966-01-01,4001000,1356.59
Dominican Republic,1967-01-01,4125000,1359.69
Dominican Republic,1968-01-01,4250000,1322.87
Dominican Republic,1969-01-01,4376000,1424.71
Dominican Republic,1970-01-01,4503000,1636.86
Dominican Republic,1971-01-01,4631000,1764.65
Dominican Republic,1972-01-01,4760000,1895.35
Dominican Republic,1973-01-01,4889000,2083.09
Dominican Republic,1974-01-01,5019000,2150.91
Dominican Republic,1975-01-01,5150000,2205.3
Dominican Republic,1976-01-01,5281000,2295.38
Dominican Republic,1977-01-01,5412000,2351.34
Dominican Republic,1978-01-01,5544000,2344.63
Dominican Republic,1979-01-01,5676000,2393.7
Dominican Republic,1980-01-01,5809000,2525.13
Dominican Republic,1981-01-01,5944000,2573.69
Dominican Republic,1982-01-01,6079000,2559.19
Dominican Republic,1983-01-01,6215000,2619.01
Dominican Republic,1984-01-01,6352000,2594.75
Dominican Republic,1985-01-01,6489000,2485.94
Dominican Republic,1986-01-01,6627000,2520.02
Dominican Republic,1987-01-01,6765000,2718.34
Dominican Republic,1988-01-01,6903000,2721.16
Dominican Republic,1989-01-01,7043000,2784.58
Dominican Republic,1990-01-01,7184000,2581.13
Dominican Republic,1991-01-01,7326000,2555.01
Dominican Republic,1992-01-01,7469000,2769.58
Dominican Republic,1993-01-01,7611000,2913.86
Dominican Republic,1994-01-01,7753000,2926.54
Dominican Republic,1995-01-01,7892000,3032.79
Dominican Republic,1996-01-01,8029000,3193.76
Dominican Republic,1997-01-01,8163000,3392.62
Dominican Republic,1998-01-01,8296000,3572.31
Dominican Republic,1999-01-01,8429000,3752.17
Dominican Republic,2000-01-01,8563000,3902.6
Dominican Republic,2001-01-01,8697000,3911.76
Dominican Republic,2002-01-01,8832000,4074.85
Dominican Republic,2003-01-01,8968000,4003.13
Dominican Republic,2004-01-01,9103000,3995.4
Dominican Republic,2005-01-01,9238000,4301.88
Dominican Republic,2006-01-01,9371000,4692.99
Dominican Republic,2007-01-01,9504000,5030.36
Dominican Republic,2008-01-01,9636000,5120.61
Dominican Republic,2009-01-01,9768000,5099.6
Dominican Republic,2010-01-01,9898000,5451.07
Dominican Republic,2011-01-01,10027000,5547.79
Dominican Republic,2012-01-01,10155000,5630.99
Dominican Republic,2013-01-01,10281000,5825.53
Dominican Republic,2014-01-01,10406000,6193.76
Belarus,1992-01-01,10235000,2763.65
Belarus,1993-01-01,10216000,2547.87
Belarus,1994-01-01,10190000,2252.41
Belarus,1995-01-01,10160000,2024.69
Belarus,1996-01-01,10127000,2088.35
Belarus,1997-01-01,10091000,2336.31
Belarus,1998-01-01,10051000,2544.63
Belarus,1999-01-01,10005000,2642.24
Belarus,2000-01-01,9952000,2808.69
Belarus,2001-01-01,9892000,2956.54
