country,year,population,GDP
Kuwait,2014-01-01,3753000,36259.4
Latvia,1992-01-01,2611000,
Latvia,1993-01-01,2569000,
Latvia,1994-01-01,2525000,
Latvia,1995-01-01,2488000,5140.53
Latvia,1996-01-01,2458000,5321.4
Latvia,1997-01-01,2435000,5857.04
Latvia,1998-01-01,2415000,6298.13
Latvia,1999-01-01,2395000,6515.89
Latvia,2000-01-01,2371000,6934.72
Latvia,2001-01-01,2345000,7478.76
Latvia,2002-01-01,2317000,8103.59
Latvia,2003-01-01,2287000,8872.1
Latvia,2004-01-01,2257000,9717.11
Latvia,2005-01-01,2228000,10873.4
Latvia,2006-01-01,2199000,12278.3
Latvia,2007-01-01,2171000,13614.3
Latvia,2008-01-01,2144000,13270.0
Latvia,2009-01-01,2117000,11548.0
Latvia,2010-01-01,2091000,11326.2
Latvia,2011-01-01,2064000,12270.3
Latvia,2012-01-01,2037000,12924.7
Latvia,2013-01-01,2012000,13400.9
Latvia,2014-01-01,1989000,13786.4
Lebanon,1961-01-01,1865000,
Lebanon,1962-01-01,1925000,
Lebanon,1963-01-01,1985000,
Lebanon,1964-01-01,2041000,
Lebanon,1965-01-01,2092000,
Lebanon,1966-01-01,2137000,
Lebanon,1967-01-01,2175000,
Lebanon,1968-01-01,2211000,
Lebanon,1969-01-01,2251000,
Lebanon,1970-01-01,2297000,
Lebanon,1971-01-01,2354000,
Lebanon,1972-01-01,2417000,
Lebanon,1973-01-01,2480000,
Lebanon,1974-01-01,2536000,
Lebanon,1975-01-01,2576000,
Lebanon,1976-01-01,2598000,
Lebanon,1977-01-01,2606000,
Lebanon,1978-01-01,2605000,
Lebanon,1979-01-01,2603000,
Lebanon,1980-01-01,2605000,
Lebanon,1981-01-01,2616000,
Lebanon,1982-01-01,2632000,
Lebanon,1983-01-01,2651000,
Lebanon,1984-01-01,2667000,
Lebanon,1985-01-01,2677000,
Lebanon,1986-01-01,2677000,
Lebanon,1987-01-01,2672000,
Lebanon,1988-01-01,2669000,5885.19
Lebanon,1989-01-01,2677000,3376.71
Lebanon,1990-01-01,2703000,4230.91
Lebanon,1991-01-01,2752000,5742.11
Lebanon,1992-01-01,2822000,5852.93
Lebanon,1993-01-01,2901000,6091.98
Lebanon,1994-01-01,2975000,6416.33
Lebanon,1995-01-01,3033000,6703.23
Lebanon,1996-01-01,3071000,6961.33
Lebanon,1997-01-01,3093000,6754.39
Lebanon,1998-01-01,3114000,6949.23
Lebanon,1999-01-01,3157000,6824.18
Lebanon,2000-01-01,3235000,6747.63
Lebanon,2001-01-01,3360000,6749.15
Lebanon,2002-01-01,3523000,6656.74
Lebanon,2003-01-01,3701000,6539.66
Lebanon,2004-01-01,3863000,6636.3
Lebanon,2005-01-01,3987000,6606.29
Lebanon,2006-01-01,4057000,6592.54
Lebanon,2007-01-01,4085000,7157.55
Lebanon,2008-01-01,4109000,7859.94
Lebanon,2009-01-01,4182000,8501.11
Lebanon,2010-01-01,4337000,8858.28
Lebanon,2011-01-01,4592000,8450.11
Lebanon,2012-01-01,4924000,8107.44
Lebanon,2013-01-01,5287000,7753.88
Lebanon,2014-01-01,5612000,7447.36
Lithuania,1992-01-01,3691000,
Lithuania,1993-01-01,3674000,
Lithuania,1994-01-01,3652000,
Lithuania,1995-01-01,3628000,5322.42
Lithuania,1996-01-01,3602000,5639.24
Lithuania,1997-01-01,3574000,6152.14
Lithuania,1998-01-01,3545000,6659.6
Lithuania,1999-01-01,3515000,6630.91
Lithuania,2000-01-01,3486000,6933.59
Lithuania,2001-01-01,3459000,7447.08
Lithuania,2002-01-01,3433000,8014.64
Lithuania,2003-01-01,3406000,8931.52
Lithuania,2004-01-01,3377000,9624.01
Lithuania,2005-01-01,3343000,10537.9
Lithuania,2006-01-01,3306000,11500.5
Lithuania,2007-01-01,3264000,12928.3
Lithuania,2008-01-01,3220000,13405.2
Lithuania,2009-01-01,3172000,11546.8
Lithuania,2010-01-01,3123000,11984.9
Lithuania,2011-01-01,3071000,13000.2
Lithuania,2012-01-01,3016000,13681.0
Lithuania,2013-01-01,2964000,14304.8
Lithuania,2014-01-01,2917000,14932.6
Malaysia,1961-01-01,8429000,1468.62
Malaysia,1962-01-01,8711000,1513.59
Malaysia,1963-01-01,8999000,1573.75
Malaysia,1964-01-01,9287000,1607.94
Malaysia,1965-01-01,9570000,1681.96
Malaysia,1966-01-01,9844000,1764.64
Malaysia,1967-01-01,10112000,1785.97
Malaysia,1968-01-01,10376000,1881.33
Malaysia,1969-01-01,10640000,1926.27
Malaysia,1970-01-01,10909000,1993.45
Malaysia,1971-01-01,11182000,2058.91
Malaysia,1972-01-01,11460000,2199.98
Malaysia,1973-01-01,11742000,2400.78
Malaysia,1974-01-01,12026000,2539.27
Malaysia,1975-01-01,12312000,2498.35
Malaysia,1976-01-01,12600000,2718.74
Malaysia,1977-01-01,12892000,2855.95
Malaysia,1978-01-01,13192000,2968.74
Malaysia,1979-01-01,13504000,3164.99
Malaysia,1980-01-01,13834000,3317.31
Malaysia,1981-01-01,14180000,3463.33
Malaysia,1982-01-01,14544000,3583.69
Malaysia,1983-01-01,14927000,3718.27
Malaysia,1984-01-01,15333000,3908.49
Malaysia,1985-01-01,15764000,3763.72
Malaysia,1986-01-01,16222000,3701.25
Malaysia,1987-01-01,16704000,3787.38
Malaysia,1988-01-01,17202000,4040.88
Malaysia,1989-01-01,17707000,4279.17
Malaysia,1990-01-01,18211000,4534.8
Malaysia,1991-01-01,18710000,4835.99
Malaysia,1992-01-01,19205000,5131.83
Malaysia,1993-01-01,19701000,5500.12
Malaysia,1994-01-01,20206000,5858.95
Malaysia,1995-01-01,20725000,6275.12
Malaysia,1996-01-01,21261000,6729.52
Malaysia,1997-01-01,21808000,7040.79
Malaysia,1998-01-01,22358000,6360.95
Malaysia,1999-01-01,22899000,6589.6
Malaysia,2000-01-01,23421000,7009.6
Malaysia,2001-01-01,23921000,6893.28
Malaysia,2002-01-01,24402000,7114.82
Malaysia,2003-01-01,24869000,7377.31
Malaysia,2004-01-01,25332000,7725.85
Malaysia,2005-01-01,25796000,7983.89
Malaysia,2006-01-01,26263000,8273.66
Malaysia,2007-01-01,26731000,8889.68
Malaysia,2008-01-01,27197000,9020.4
Malaysia,2009-01-01,27661000,8635.12
Malaysia,2010-01-01,28120000,9071.36
Malaysia,2011-01-01,28573000,9377.19
Malaysia,2012-01-01,29022000,9708.94
Malaysia,2013-01-01,29465000,9981.15
Malaysia,2014-01-01,29902000,10398.2
Mauritius,1961-01-01,679000,
Mauritius,1962-01-01,698000,
Mauritius,1963-01-01,717000,
Mauritius,1964-01-01,736000,
Mauritius,1965-01-01,753000,
Mauritius,1966-01-01,770000,
Mauritius,1967-01-01,785000,
Mauritius,1968-01-01,799000,
Mauritius,1969-01-01,813000,
Mauritius,1970-01-01,826000,
Mauritius,1971-01-01,840000,
Mauritius,1972-01-01,852000,
Mauritius,1973-01-01,865000,
Mauritius,1974-01-01,878000,
Mauritius,1975-01-01,892000,
Mauritius,1976-01-01,907000,2343.41
Mauritius,1977-01-01,922000,2456.55
Mauritius,1978-01-01,938000,2517.54
Mauritius,1979-01-01,953000,2561.1
Mauritius,1980-01-01,966000,2264.91
Mauritius,1981-01-01,978000,2362.87
Mauritius,1982-01-01,989000,2462.47
Mauritius,1983-01-01,999000,2449.29
Mauritius,1984-01-01,1008000,2537.69
Mauritius,1985-01-01,1016000,2692.08
Mauritius,1986-01-01,1023000,2931.84
Mauritius,1987-01-01,1030000,3168.72
Mauritius,1988-01-01,1037000,3360.7
Mauritius,1989-01-01,1046000,3483.98
Mauritius,1990-01-01,1056000,3707.86
Mauritius,1991-01-01,1068000,3830.74
Mauritius,1992-01-01,1083000,4026.89
Mauritius,1993-01-01,1099000,4181.67
Mauritius,1994-01-01,1114000,4294.09
Mauritius,1995-01-01,1129000,4439.86
Mauritius,1996-01-01,1142000,4640.25
Mauritius,1997-01-01,1154000,4843.14
Mauritius,1998-01-01,1165000,5083.42
Mauritius,1999-01-01,1176000,5150.25
Mauritius,2000-01-01,1185000,5560.23
Mauritius,2001-01-01,1194000,5658.45
Mauritius,2002-01-01,1202000,5738.06
Mauritius,2003-01-01,1209000,5905.0
Mauritius,2004-01-01,1216000,6205.25
Mauritius,2005-01-01,1222000,6245.2
Mauritius,2006-01-01,1228000,6746.89
Mauritius,2007-01-01,1233000,7100.86
Mauritius,2008-01-01,1238000,7456.37
Mauritius,2009-01-01,1243000,7683.13
Mauritius,2010-01-01,1248000,8000.38
Mauritius,2011-01-01,1253000,8313.27
Mauritius,2012-01-01,1258000,8580.09
Mauritius,2013-01-01,1264000,8848.89
Mauritius,2014-01-01,1269000,9163.63
Mexico,1961-01-01,39394000,3750.84
Mexico,1962-01-01,40650000,3804.55
Mexico,1963-01-01,41940000,3986.44
Mexico,1964-01-01,43264000,4324.49
Mexico,1965-01-01,44623000,4490.49
Mexico,1966-01-01,46011000,4620.52
Mexico,1967-01-01,47430000,4744.74
Mexico,1968-01-01,48894000,5036.37
Mexico,1969-01-01,50423000,5050.56
Mexico,1970-01-01,52030000,5212.9
Mexico,1971-01-01,53720000,5238.98
Mexico,1972-01-01,55480000,5490.27
Mexico,1973-01-01,57283000,5735.52
Mexico,1974-01-01,59090000,5881.26
Mexico,1975-01-01,60872000,6036.82
Mexico,1976-01-01,62620000,6127.21
Mexico,1977-01-01,64338000,6165.41
Mexico,1978-01-01,66026000,6545.37
Mexico,1979-01-01,67689000,7003.04
Mexico,1980-01-01,69331000,7467.54
Mexico,1981-01-01,70951000,7935.99
Mexico,1982-01-01,72548000,7711.24
Mexico,1983-01-01,74133000,7228.94
Mexico,1984-01-01,75721000,7333.35
Mexico,1985-01-01,77323000,7369.87
Mexico,1986-01-01,78939000,6951.82
Mexico,1987-01-01,80571000,6942.83
Mexico,1988-01-01,82223000,6893.92
Mexico,1989-01-01,83902000,7044.82
Mexico,1990-01-01,85609000,7257.93
Mexico,1991-01-01,87347000,7415.51
Mexico,1992-01-01,89110000,7532.61
Mexico,1993-01-01,90887000,7685.22
Mexico,1994-01-01,92664000,7896.12
Mexico,1995-01-01,94427000,7307.18
Mexico,1996-01-01,96182000,7603.71
Mexico,1997-01-01,97926000,7999.86
Mexico,1998-01-01,99632000,8245.49
Mexico,1999-01-01,101267000,8340.56
Mexico,2000-01-01,102809000,8659.8
Mexico,2001-01-01,104240000,8494.84
Mexico,2002-01-01,105578000,8401.02
Mexico,2003-01-01,106888000,8416.9
Mexico,2004-01-01,108258000,8667.29
Mexico,2005-01-01,109748000,8808.56
Mexico,2006-01-01,111383000,9108.07
Mexico,2007-01-01,113139000,9253.32
Mexico,2008-01-01,114973000,9232.2
Mexico,2009-01-01,116816000,8657.84
Mexico,2010-01-01,118618000,8959.58
Mexico,2011-01-01,120365000,9183.33
Mexico,2012-01-01,122071000,9414.91
Mexico,2013-01-01,123740000,9409.97
Mexico,2014-01-01,125386000,9492.99
Mongolia,1961-01-01,982000,
Mongolia,1962-01-01,1011000,
Mongolia,1963-01-01,1042000,
Mongolia,1964-01-01,1075000,
Mongolia,1965-01-01,1107000,
Mongolia,1966-01-01,1140000,
Mongolia,1967-01-01,1173000,
Mongolia,1968-01-01,1207000,
Mongolia,1969-01-01,1242000,
Mongolia,1970-01-01,1279000,
Mongolia,1971-01-01,1317000,
Mongolia,1972-01-01,1357000,
Mongolia,1973-01-01,1397000,
Mongolia,1974-01-01,1438000,
Mongolia,1975-01-01,1480000,
Mongolia,1976-01-01,1521000,
Mongolia,1977-01-01,1562000,
Mongolia,1978-01-01,1604000,
Mongolia,1979-01-01,1646000,
Mongolia,1980-01-01,1690000,
Mongolia,1981-01-01,1733000,1440.62
Mongolia,1982-01-01,1778000,1521.95
Mongolia,1983-01-01,1823000,1570.55
Mongolia,1984-01-01,1871000,1621.17
Mongolia,1985-01-01,1922000,1668.5
Mongolia,1986-01-01,1976000,1774.66
Mongolia,1987-01-01,2033000,1784.54
Mongolia,1988-01-01,2090000,1825.1
Mongolia,1989-01-01,2141000,1855.8
Mongolia,1990-01-01,2184000,1761.22
Mongolia,1991-01-01,2218000,1583.62
Mongolia,1992-01-01,2244000,1420.64
Mongolia,1993-01-01,2263000,1363.65
Mongolia,1994-01-01,2280000,1382.2
Mongolia,1995-01-01,2298000,1459.11
Mongolia,1996-01-01,2317000,1479.79
Mongolia,1997-01-01,2336000,1524.86
Mongolia,1998-01-01,2356000,1562.48
Mongolia,1999-01-01,2376000,1596.51
Mongolia,2000-01-01,2397000,1600.48
Mongolia,2001-01-01,2420000,1632.52
Mongolia,2002-01-01,2444000,1693.08
Mongolia,2003-01-01,2469000,1792.87
Mongolia,2004-01-01,2497000,1961.49
Mongolia,2005-01-01,2526000,2079.11
Mongolia,2006-01-01,2558000,2229.15
Mongolia,2007-01-01,2593000,2425.68
Mongolia,2008-01-01,2630000,2604.93
Mongolia,2009-01-01,2670000,2533.18
Mongolia,2010-01-01,2713000,2650.35
Mongolia,2011-01-01,2759000,3053.61
Mongolia,2012-01-01,2808000,3365.57
Mongolia,2013-01-01,2859000,3685.75
Mongolia,2014-01-01,2910000,3901.87
Morocco,1961-01-01,12713000,
Morocco,1962-01-01,13101000,
Morocco,1963-01-01,13489000,
Morocco,1964-01-01,13872000,
Morocco,1965-01-01,14248000,
Morocco,1966-01-01,14617000,815.5010000000001
Morocco,1967-01-01,14979000,875.5310000000001
Morocco,1968-01-01,15335000,939.699
Morocco,1969-01-01,15688000,995.367
Morocco,1970-01-01,16040000,1019.55
Morocco,1971-01-01,16390000,1053.89
Morocco,1972-01-01,16741000,1057.37
Morocco,1973-01-01,17097000,1072.55
Morocco,1974-01-01,17467000,1108.76
Morocco,1975-01-01,17855000,1166.45
Morocco,1976-01-01,18262000,1263.06
Morocco,1977-01-01,18689000,1308.01
Morocco,1978-01-01,19133000,1304.98
Morocco,1979-01-01,19595000,1334.25
Morocco,1980-01-01,20072000,1349.21
Morocco,1981-01-01,20564000,1293.5
Morocco,1982-01-01,21071000,1375.28
Morocco,1983-01-01,21584000,1361.17
Morocco,1984-01-01,22095000,1415.05
Morocco,1985-01-01,22596000,1466.72
Morocco,1986-01-01,23085000,1568.68
Morocco,1987-01-01,23561000,1531.87
Morocco,1988-01-01,24027000,1680.35
Morocco,1989-01-01,24489000,1695.43
Morocco,1990-01-01,24950000,1720.78
Morocco,1991-01-01,25410000,1811.4
Morocco,1992-01-01,25866000,1741.92
Morocco,1993-01-01,26314000,1699.4
Morocco,1994-01-01,26748000,1848.78
Morocco,1995-01-01,27162000,1722.19
Morocco,1996-01-01,27557000,1907.79
Morocco,1997-01-01,27934000,1853.01
Morocco,1998-01-01,28292000,1962.03
Morocco,1999-01-01,28631000,1958.95
Morocco,2000-01-01,28951000,1972.3
Morocco,2001-01-01,29251000,2091.23
Morocco,2002-01-01,29536000,2130.73
Morocco,2003-01-01,29813000,2230.9
Morocco,2004-01-01,30093000,2310.34
Morocco,2005-01-01,30385000,2358.44
Morocco,2006-01-01,30691000,2507.67
Morocco,2007-01-01,31011000,2566.22
Morocco,2008-01-01,31351000,2686.23
Morocco,2009-01-01,31715000,2765.86
Morocco,2010-01-01,32108000,2834.2
Morocco,2011-01-01,32532000,2942.04
Morocco,2012-01-01,32984000,2987.32
Morocco,2013-01-01,33453000,3077.31
Morocco,2014-01-01,33921000,3110.21
Mozambique,1961-01-01,7643000,
Mozambique,1962-01-01,7799000,
Mozambique,1963-01-01,7961000,
Mozambique,1964-01-01,8129000,
Mozambique,1965-01-01,8303000,
Mozambique,1966-01-01,8482000,
Mozambique,1967-01-01,8669000,
Mozambique,1968-01-01,8861000,
Mozambique,1969-01-01,9059000,
Mozambique,1970-01-01,9262000,
Mozambique,1971-01-01,9469000,
Mozambique,1972-01-01,9680000,
Mozambique,1973-01-01,9901000,
Mozambique,1974-01-01,10141000,
Mozambique,1975-01-01,10405000,
Mozambique,1976-01-01,10694000,
Mozambique,1977-01-01,11002000,
Mozambique,1978-01-01,11320000,
Mozambique,1979-01-01,11635000,
Mozambique,1980-01-01,11936000,190.479
Mozambique,1981-01-01,12229000,195.31
Mozambique,1982-01-01,12512000,177.787
Mozambique,1983-01-01,12767000,146.93200000000002
Mozambique,1984-01-01,12968000,135.286
Mozambique,1985-01-01,13103000,135.264
Mozambique,1986-01-01,13155000,131.64600000000002
Mozambique,1987-01-01,13143000,151.155
Mozambique,1988-01-01,13124000,163.78
Mozambique,1989-01-01,13182000,173.66400000000002
Mozambique,1990-01-01,13372000,172.91099999999997
Mozambique,1991-01-01,13720000,176.78900000000002
Mozambique,1992-01-01,14204000,161.834
Mozambique,1993-01-01,14776000,169.218
Mozambique,1994-01-01,15363000,172.793
Mozambique,1995-01-01,15913000,170.582
Mozambique,1996-01-01,16411000,209.862
Mozambique,1997-01-01,16873000,226.304
Mozambique,1998-01-01,17317000,246.71
Mozambique,1999-01-01,17774000,259.232
Mozambique,2000-01-01,18265000,256.539
Mozambique,2001-01-01,18792000,281.068
Mozambique,2002-01-01,19349000,296.983
Mozambique,2003-01-01,19928000,307.034
Mozambique,2004-01-01,20523000,321.303
Mozambique,2005-01-01,21127000,339.13199999999995
Mozambique,2006-01-01,21738000,361.745
Mozambique,2007-01-01,22360000,377.38300000000004
Mozambique,2008-01-01,22995000,391.71
Mozambique,2009-01-01,23648000,404.595
Mozambique,2010-01-01,24321000,419.226
Mozambique,2011-01-01,25017000,436.14300000000003
Mozambique,2012-01-01,25733000,454.10699999999997
Mozambique,2013-01-01,26467000,472.591
Mozambique,2014-01-01,27216000,493.25199999999995
Moldova,1992-01-01,4375000,
Moldova,1993-01-01,4370000,
Moldova,1994-01-01,4357000,
Moldova,1995-01-01,4339000,1086.94
Moldova,1996-01-01,4315000,1025.11
Moldova,1997-01-01,4285000,1045.85
Moldova,1998-01-01,4253000,977.825
Moldova,1999-01-01,4224000,946.3739999999999
Moldova,2000-01-01,4201000,968.288
Moldova,2001-01-01,4186000,1029.65
Moldova,2002-01-01,4177000,1112.54
Moldova,2003-01-01,4172000,1189.31
Moldova,2004-01-01,4166000,1280.49
Moldova,2005-01-01,4158000,1379.88
Moldova,2006-01-01,4145000,1450.13
Moldova,2007-01-01,4128000,1497.1
Moldova,2008-01-01,4111000,1616.95
Moldova,2009-01-01,4096000,1521.86
Moldova,2010-01-01,4084000,1631.54
Moldova,2011-01-01,4078000,1743.49
Moldova,2012-01-01,4075000,1731.51
Moldova,2013-01-01,4074000,1894.78
Moldova,2014-01-01,4072000,1986.94
Namibia,1961-01-01,617000,
Namibia,1962-01-01,633000,
Namibia,1963-01-01,649000,
Namibia,1964-01-01,665000,
Namibia,1965-01-01,683000,
Namibia,1966-01-01,700000,
Namibia,1967-01-01,719000,
Namibia,1968-01-01,738000,
Namibia,1969-01-01,758000,
Namibia,1970-01-01,780000,
Namibia,1971-01-01,804000,
Namibia,1972-01-01,830000,
Namibia,1973-01-01,856000,
Namibia,1974-01-01,882000,
Namibia,1975-01-01,906000,
Namibia,1976-01-01,928000,
Namibia,1977-01-01,950000,
Namibia,1978-01-01,971000,
Namibia,1979-01-01,991000,
Namibia,1980-01-01,1013000,4357.69
Namibia,1981-01-01,1034000,4308.17
Namibia,1982-01-01,1057000,4201.24
Namibia,1983-01-01,1082000,4030.33
Namibia,1984-01-01,1112000,3912.04
Namibia,1985-01-01,1149000,3802.98
Namibia,1986-01-01,1195000,3833.1
Namibia,1987-01-01,1247000,3802.4
Namibia,1988-01-01,1304000,3666.33
Namibia,1989-01-01,1361000,3577.42
Namibia,1990-01-01,1415000,3509.36
Namibia,1991-01-01,1466000,3663.71
Namibia,1992-01-01,1514000,3802.63
Namibia,1993-01-01,1559000,3631.58
Namibia,1994-01-01,1606000,3586.94
Namibia,1995-01-01,1654000,3617.29
Namibia,1996-01-01,1705000,3620.89
Namibia,1997-01-01,1758000,3661.05
Namibia,1998-01-01,1810000,3673.84
Namibia,1999-01-01,1857000,3700.59
Namibia,2000-01-01,1898000,3746.71
Namibia,2001-01-01,1931000,3723.53
Namibia,2002-01-01,1958000,3845.06
Namibia,2003-01-01,1981000,3958.87
Namibia,2004-01-01,2003000,4394.41
Namibia,2005-01-01,2027000,4454.63
Namibia,2006-01-01,2054000,4715.11
Namibia,2007-01-01,2083000,4968.66
Namibia,2008-01-01,2116000,5036.25
Namibia,2009-01-01,2152000,4978.68
Namibia,2010-01-01,2194000,5191.58
Namibia,2011-01-01,2240000,5351.37
Namibia,2012-01-01,2292000,5502.26
Namibia,2013-01-01,2347000,5679.28
Namibia,2014-01-01,2403000,5901.24
Nepal,1961-01-01,10215000,267.943
Nepal,1962-01-01,10377000,268.79
Nepal,1963-01-01,10545000,269.522
Nepal,1964-01-01,10720000,285.07099999999997
Nepal,1965-01-01,10905000,276.853
Nepal,1966-01-01,11101000,291.113
Nepal,1967-01-01,11307000,281.298
Nepal,1968-01-01,11524000,277.86
Nepal,1969-01-01,11751000,284.655
Nepal,1970-01-01,11987000,286.233
Nepal,1971-01-01,12232000,277.133
Nepal,1972-01-01,12488000,279.928
Nepal,1973-01-01,12753000,272.79900000000004
Nepal,1974-01-01,13028000,283.95
Nepal,1975-01-01,13313000,281.915
Nepal,1976-01-01,13609000,287.935
Nepal,1977-01-01,13914000,290.122
Nepal,1978-01-01,14229000,296.20099999999996
Nepal,1979-01-01,14554000,296.447
Nepal,1980-01-01,14890000,283.052
Nepal,1981-01-01,15237000,299.689
Nepal,1982-01-01,15596000,303.877
Nepal,1983-01-01,15964000,288.052
Nepal,1984-01-01,16337000,308.73400000000004
Nepal,1985-01-01,16714000,320.323
Nepal,1986-01-01,17092000,327.561
Nepal,1987-01-01,17472000,325.878
Nepal,1988-01-01,17865000,343.24800000000005
Nepal,1989-01-01,18285000,349.89099999999996
Nepal,1990-01-01,18742000,357.20599999999996
Nepal,1991-01-01,19237000,370.168
Nepal,1992-01-01,19766000,375.065
Nepal,1993-01-01,20313000,379.01199999999994
Nepal,1994-01-01,20859000,399.421
Nepal,1995-01-01,21391000,403.05199999999996
Nepal,1996-01-01,21903000,414.70099999999996
Nepal,1997-01-01,22395000,426.173
Nepal,1998-01-01,22866000,430.06800000000004
Nepal,1999-01-01,23315000,440.38
Nepal,2000-01-01,23740000,459.116
Nepal,2001-01-01,24141000,472.772
Nepal,2002-01-01,24517000,465.545
Nepal,2003-01-01,24869000,476.458
Nepal,2004-01-01,25198000,491.69800000000004
Nepal,2005-01-01,25507000,502.23900000000003
Nepal,2006-01-01,25794000,513.127
Nepal,2007-01-01,26064000,525.082
Nepal,2008-01-01,26325000,551.644
Nepal,2009-01-01,26593000,570.931
Nepal,2010-01-01,26876000,592.184
Nepal,2011-01-01,27179000,605.634
Nepal,2012-01-01,27501000,627.182
Nepal,2013-01-01,27835000,645.251
Nepal,2014-01-01,28175000,675.735
Netherlands,1961-01-01,11576000,16188.5
Netherlands,1962-01-01,11736000,17051.8
Netherlands,1963-01-01,11897000,17433.2
Netherlands,1964-01-01,12057000,18624.9
Netherlands,1965-01-01,12216000,19958.8
Netherlands,1966-01-01,12372000,20240.0
Netherlands,1967-01-01,12525000,21068.6
Netherlands,1968-01-01,12675000,22188.7
Netherlands,1969-01-01,12822000,23343.5
Netherlands,1970-01-01,12965000,24369.0
Netherlands,1971-01-01,13104000,25120.5
Netherlands,1972-01-01,13239000,25746.6
Netherlands,1973-01-01,13369000,26924.6
Netherlands,1974-01-01,13493000,27633.1
Netherlands,1975-01-01,13611000,27388.4
Netherlands,1976-01-01,13722000,28385.2
Netherlands,1977-01-01,13827000,28928.1
Netherlands,1978-01-01,13926000,29525.9
Netherlands,1979-01-01,14018000,29913.4
Netherlands,1980-01-01,14103000,30075.9
Netherlands,1981-01-01,14182000,29636.2
Netherlands,1982-01-01,14255000,29134.5
Netherlands,1983-01-01,14325000,29625.1
Netherlands,1984-01-01,14397000,30411.1
Netherlands,1985-01-01,14472000,31050.7
Netherlands,1986-01-01,14551000,31739.4
Netherlands,1987-01-01,14635000,32147.7
Netherlands,1988-01-01,14723000,33039.8
Netherlands,1989-01-01,14817000,34293.9
Netherlands,1990-01-01,14915000,35483.3
Netherlands,1991-01-01,15019000,36063.5
Netherlands,1992-01-01,15128000,36402.5
Netherlands,1993-01-01,15239000,36604.2
Netherlands,1994-01-01,15348000,37461.6
Netherlands,1995-01-01,15451000,38438.6
Netherlands,1996-01-01,15547000,39626.3
Netherlands,1997-01-01,15636000,41118.0
Netherlands,1998-01-01,15722000,42714.5
Netherlands,1999-01-01,15807000,44574.7
Netherlands,2000-01-01,15894000,46133.2
Netherlands,2001-01-01,15984000,46758.9
Netherlands,2002-01-01,16076000,46509.5
Netherlands,2003-01-01,16167000,46422.0
Netherlands,2004-01-01,16253000,47200.4
Netherlands,2005-01-01,16332000,48107.6
Netherlands,2006-01-01,16401000,49720.4
Netherlands,2007-01-01,16463000,51447.3
Netherlands,2008-01-01,16520000,52118.1
Netherlands,2009-01-01,16575000,49897.2
Netherlands,2010-01-01,16632000,50338.3
Netherlands,2011-01-01,16690000,50937.6
Netherlands,2012-01-01,16749000,50213.0
Netherlands,2013-01-01,16809000,49969.9
Netherlands,2014-01-01,16868000,50497.2
Macedonia,1992-01-01,1977000,3391.56
Macedonia,1993-01-01,1965000,3145.56
Macedonia,1994-01-01,1956000,3093.88
Macedonia,1995-01-01,1954000,3057.0
Macedonia,1996-01-01,1958000,3083.61
Macedonia,1997-01-01,1969000,3112.12
Macedonia,1998-01-01,1984000,3197.35
Macedonia,1999-01-01,1999000,3315.76
Macedonia,2000-01-01,2012000,3448.83
Macedonia,2001-01-01,2022000,3329.92
Macedonia,2002-01-01,2029000,3369.63
Macedonia,2003-01-01,2034000,3436.97
Macedonia,2004-01-01,2038000,3591.29
Macedonia,2005-01-01,2043000,3755.04
Macedonia,2006-01-01,2047000,3942.44
Macedonia,2007-01-01,2051000,4192.95
Macedonia,2008-01-01,2055000,4418.27
Macedonia,2009-01-01,2059000,4398.77
Macedonia,2010-01-01,2062000,4542.9
Macedonia,2011-01-01,2066000,4645.52
Macedonia,2012-01-01,2069000,4620.64
Macedonia,2013-01-01,2073000,4751.9
Macedonia,2014-01-01,2076000,4920.22
New Zealand,1961-01-01,2424000,
New Zealand,1962-01-01,2477000,
New Zealand,1963-01-01,2531000,
New Zealand,1964-01-01,2582000,
New Zealand,1965-01-01,2628000,
New Zealand,1966-01-01,2669000,
New Zealand,1967-01-01,2704000,
New Zealand,1968-01-01,2738000,
New Zealand,1969-01-01,2776000,
New Zealand,1970-01-01,2820000,
New Zealand,1971-01-01,2872000,
New Zealand,1972-01-01,2930000,
New Zealand,1973-01-01,2990000,
New Zealand,1974-01-01,3043000,
New Zealand,1975-01-01,3083000,
New Zealand,1976-01-01,3109000,
New Zealand,1977-01-01,3123000,21506.5
New Zealand,1978-01-01,3129000,21567.9
New Zealand,1979-01-01,3135000,22127.1
New Zealand,1980-01-01,3147000,22383.0
New Zealand,1981-01-01,3165000,23335.3
New Zealand,1982-01-01,3189000,23319.3
New Zealand,1983-01-01,3216000,23807.8
New Zealand,1984-01-01,3243000,24734.0
New Zealand,1985-01-01,3268000,24978.6
New Zealand,1986-01-01,3290000,25660.8
New Zealand,1987-01-01,3310000,25680.1
New Zealand,1988-01-01,3332000,25517.1
New Zealand,1989-01-01,3360000,25434.1
New Zealand,1990-01-01,3398000,25238.3
New Zealand,1991-01-01,3446000,23782.9
New Zealand,1992-01-01,3503000,23797.6
New Zealand,1993-01-01,3564000,25032.7
New Zealand,1994-01-01,3623000,25970.4
New Zealand,1995-01-01,3675000,26804.8
New Zealand,1996-01-01,3717000,27341.1
New Zealand,1997-01-01,3752000,27533.8
New Zealand,1998-01-01,3784000,27512.5
New Zealand,1999-01-01,3817000,28861.1
New Zealand,2000-01-01,3858000,29525.1
